,Unnamed: 0,Company,depart_time,flight_time,arrival_time,num_stops,stop_location,source,destination,days_remaining,price
227,227,IndiGo,6.5,4.833333333333333,11.333333333333334,1,Ahmedabad,Delhi,Mumbai,0,7739
228,228,IndiGo,4.75,6.583333333333333,11.333333333333334,1,Ahmedabad,Delhi,Mumbai,0,7739
229,229,Go First,8.0,2.1666666666666665,10.166666666666666,0,None,Delhi,Mumbai,10,5147
230,230,Go First,10.916666666666666,2.25,13.166666666666666,0,None,Delhi,Mumbai,10,5147
231,231,Go First,14.5,2.1666666666666665,16.666666666666668,0,None,Delhi,Mumbai,10,5147
232,232,Go First,18.33333333333333,2.25,20.58333333333333,0,None,Delhi,Mumbai,10,5147
233,233,Go First,19.75,2.25,22.0,0,None,Delhi,Mumbai,10,5147
234,234,Go First,20.83333333333333,2.25,23.08333333333333,0,None,Delhi,Mumbai,10,5147
235,235,IndiGo,2.1666666666666665,2.0,4.166666666666667,0,None,Delhi,Mumbai,10,5954
236,236,IndiGo,5.5,2.1666666666666665,7.666666666666667,0,None,Delhi,Mumbai,10,5954
237,237,IndiGo,6.5,2.083333333333333,8.583333333333334,0,None,Delhi,Mumbai,10,5954
238,238,IndiGo,7.333333333333333,2.083333333333333,9.416666666666666,0,None,Delhi,Mumbai,10,5954
239,239,IndiGo,8.0,2.333333333333333,10.333333333333334,0,None,Delhi,Mumbai,10,5954
240,240,IndiGo,10.75,2.083333333333333,12.833333333333334,0,None,Delhi,Mumbai,10,5954
241,241,IndiGo,14.166666666666666,2.1666666666666665,16.333333333333332,0,None,Delhi,Mumbai,10,5954
242,242,IndiGo,15.416666666666666,2.1666666666666665,17.583333333333332,0,None,Delhi,Mumbai,10,5954
243,243,IndiGo,17.0,2.083333333333333,19.08333333333333,0,None,Delhi,Mumbai,10,5954
244,244,IndiGo,18.166666666666668,2.25,20.416666666666668,0,None,Delhi,Mumbai,10,5954
245,245,IndiGo,19.75,2.1666666666666665,21.916666666666668,0,None,Delhi,Mumbai,10,5954
246,246,IndiGo,21.75,2.4166666666666665,0.1666666666666666,0,None,Delhi,Mumbai,10,5954
247,247,IndiGo,23.58333333333333,2.083333333333333,1.6666666666666663,0,None,Delhi,Mumbai,10,5954
248,248,Vistara,5.916666666666667,2.0,7.916666666666667,0,None,Delhi,Mumbai,10,5956
249,249,Vistara,7.5,2.25,9.75,0,None,Delhi,Mumbai,10,5956
