,brand_name,model,year,variant,distance,city,num_of_owners,price
1553,Mahindra,XUV300,2021,W8 Option Dual Tone Diesel,25382,Kolkata,1,11.83
1554,Renault,KWID,2019,RXL,31210,Kolkata,1,3.3
1555,Maruti,Celerio_X,2018,ZXI BSIV,17272,Kolkata,1,4.4
1556,Maruti,Ciaz,2017,1.4 Alpha,45347,Kolkata,1,6.66
1557,Volkswagen,Ameo,2017,1.2 MPI Trendline,21577,Kolkata,1,3.8
1558,Maruti,Celerio,2017,VXI,35707,Kolkata,1,3.6
1559,Maruti,Ciaz,2018,Alpha BSIV,50418,Kolkata,1,7.85
1560,Toyota,Yaris,2018,V CVT BSIV,37705,Kolkata,1,8.64
1561,Hyundai,Santro,2019,Asta BSIV,43148,Kolkata,1,4.62
1562,Honda,Amaze,2018,VX i-VTEC,38768,Kolkata,1,5.98
1563,Hyundai,Grand_i10,2017,1.2 Kappa Sportz Option,58044,Kolkata,1,4.55
1564,Toyota,Corolla_Altis,2013,G,106188,Kolkata,1,4.2
1565,Maruti,SX4_S,2015,DDiS 320 Delta,85851,Kolkata,1,4.65
1566,Jeep,Compass,2017,2.0 Limited Option,64011,Kolkata,1,12.5
1567,Hyundai,Grand_i10,2017,Era,5101,Kolkata,1,3.75
1568,Honda,City,2018,i-VTEC VX,15321,Kolkata,1,8.85
1569,Honda,Jazz,2016,1.2 V i VTEC,48923,Kolkata,1,4.83
1570,Volkswagen,Ameo,2017,1.2 MPI Highline Plus,64353,Kolkata,1,4.62
1571,Hyundai,Xcent,2014,1.2 Kappa S,67853,Kolkata,1,3.45
1572,Honda,Brio,2016,S MT,45967,Kolkata,1,3.4
1573,Maruti,SX4_S,2016,DDiS 200 Zeta,86554,Kolkata,1,5.87
1574,Mahindra,XUV300,2021,W8 AMT Optional Diesel,22047,Kolkata,1,12.85
1575,Volkswagen,Ameo,2017,1.2 MPI Comfortline,20482,Kolkata,1,4.09
1576,Maruti,Baleno,2018,1.2 Delta,28354,Kolkata,1,5.35
1577,Volkswagen,Vento,2014,1.6 Highline,35613,Kolkata,1,4.65
1578,Honda,City,2015,i VTEC V,55350,Kolkata,1,5.1
1579,Hyundai,Creta,2018,1.6 CRDi AT SX Plus,44001,Kolkata,1,10.55
1580,Honda,Jazz,2018,1.2 V i VTEC,5459,Kolkata,1,6.12
1581,Maruti,Celerio,2017,VXI,19289,Kolkata,1,3.7
1582,Hyundai,Creta,2017,1.6 VTVT AT SX Plus,25945,Kolkata,1,9.81
1583,Tata,Altroz,2020,XZ,26060,Kolkata,1,7.25
1584,Hyundai,Creta,2017,1.6 VTVT E Plus,31538,Kolkata,1,7.13
1585,Honda,City,2013,S,52345,Kolkata,1,4.25
1586,Hyundai,Creta,2018,1.6 VTVT Base,20384,Kolkata,1,8.5
1587,Mahindra,XUV500,2017,W6 2WD,48427,Kolkata,1,8.7
1588,Hyundai,Creta,2017,1.6 VTVT E Plus,77823,Kolkata,1,6.85
1589,Maruti,Swift,2016,VDI Optional,90342,Kolkata,1,4.1
1590,Honda,City,2017,ZX CVT,35082,Kolkata,1,8.15
1591,Volkswagen,Polo,2015,1.2 MPI Comfortline,79669,Kolkata,1,3.6
1592,Volkswagen,Ameo,2017,1.2 MPI Highline,55344,Kolkata,1,3.8
1593,Renault,KWID,2017,1.0 RXT,44051,Kolkata,1,2.68
1594,Maruti,Wagon_R,2018,AMT VXI Option,31593,Kolkata,1,4.15
1595,Renault,Duster,2014,85PS Diesel RxL,89756,Kolkata,1,3.8
1596,Honda,Amaze,2015,SX i-VTEC,82744,Kolkata,1,3.35
1597,Honda,City,2017,i-VTEC VX,15858,Kolkata,1,7.85
1598,Renault,Lodgy,2015,85PS RxZ,58898,Kolkata,1,5.05
1599,Hyundai,Xcent,2016,1.1 CRDi Base,82471,Kolkata,1,3.55
1600,Maruti,Ignis,2021,Zeta,1737,Kolkata,1,5.91
1601,MG,Hector,2020,Hybrid Sharp MT,9822,Kolkata,1,15.9
1602,Maruti,Ertiga,2017,LXI Option,37173,Kolkata,1,6.15
1603,Hyundai,Grand_i10,2017,Magna,11760,Kolkata,1,4.05
1604,Hyundai,Verna,2014,1.6 EX VTVT,44398,Kolkata,1,3.8
1605,Maruti,SX4_S,2017,DDiS 200 Zeta,45204,Kolkata,1,6.74
1606,Mahindra,KUV_100,2017,mFALCON D75 K2,43778,Kolkata,1,3.35
1607,Hyundai,i10,2014,Sportz 1.1L,56037,Kolkata,1,2.9
1608,Jeep,Compass,2017,2.0 Sport,27125,Kolkata,1,9.9
1609,Honda,City,2011,V MT,114855,Kolkata,1,2.65
1610,Hyundai,EON,2013,Era Plus,23518,Kolkata,1,2.55
1611,Maruti,Alto_800,2017,VXI,37987,Kolkata,1,2.85
1612,Maruti,Swift_Dzire,2011,VXI,51192,Kolkata,1,2.45
1613,Maruti,Alto_K10,2016,VXI,32977,Kolkata,1,2.85
1614,Maruti,Zen_Estilo,2012,LXI BS IV,51347,Kolkata,1,1.9
1615,Hyundai,Grand_i10,2013,Asta,35338,Kolkata,1,3.4
1616,Maruti,Baleno,2015,1.2 Delta,79128,Kolkata,1,4.66
1617,Honda,City,2014,i VTEC V,42501,Kolkata,1,4.75
1618,Maruti,Celerio,2015,ZXI,51703,Kolkata,1,3.45
1619,Honda,Amaze,2016,SX i VTEC,52641,Kolkata,1,3.8
1620,Skoda,Rapid,2016,1.5 TDI AT Style Plus,88605,Kolkata,1,5.1
1621,Hyundai,Verna,2015,1.6 VTVT S,106393,Kolkata,1,4.8
1622,Hyundai,Verna,2012,1.6 EX VTVT,41897,Kolkata,1,3.6
1623,Volkswagen,Polo,2017,1.2 MPI Highline,41609,Kolkata,1,4.24
1624,Maruti,Ciaz,2017,1.4 Zeta,44079,Kolkata,1,5.45
1625,Hyundai,Grand_i10,2016,Asta Option,78110,Kolkata,1,3.95
1626,Maruti,Ciaz,2016,VXi,27054,Kolkata,1,5.38
1627,Hyundai,Verna,2013,1.6 CRDi EX MT,101226,Kolkata,1,3.4
1628,Volkswagen,Vento,2015,Magnific 1.5 TDI Highline,80249,Kolkata,1,3.9
1629,Hyundai,Grand_i10,2015,Sportz,49477,Kolkata,1,3.55
1630,Tata,Tiago,2018,1.2 Revotron XZA,17365,Kolkata,1,4.59
1631,Hyundai,Grand_i10,2019,Magna,26035,Kolkata,1,4.3
1632,Hyundai,i20,2015,Asta Option 1.2,52000,Kolkata,1,5.24
1633,Hyundai,Creta,2016,1.6 CRDi SX,51000,Kolkata,1,7.79
1634,Honda,Amaze,2013,VX i-Vtech,30000,Kolkata,1,3.45
1635,Honda,City,2018,i-DTEC VX,34000,Kolkata,1,8.85
1636,Honda,City,2018,i-VTEC VX,40000,Kolkata,1,7.99
1637,Maruti,Swift,2013,VXI,40000,Kolkata,1,3.49
1638,Chevrolet,Beat,2010,PS,14300,Kolkata,1,1.2
1639,Mahindra,Bolero_Power,2017,SLX,69103,Kolkata,1,5.95
1640,BMW,X1,2020,sDrive 20d xLine,24287,Kolkata,1,24.99
1641,Mahindra,XUV500,2019,W9 AT,24735,Kolkata,1,13.99
1642,Datsun,RediGO,2016,A,25000,Kolkata,1,2.0
1643,Chevrolet,Spark,2011,1.0 LS,25000,Kolkata,1,1.25
1644,Maruti,Alto_800,2013,LXI,28000,Kolkata,1,1.98
1645,Maruti,Wagon_R,2017,VXI,35000,Kolkata,1,3.49
1646,Maruti,Eeco,2022,5 Seater AC,5000,Kolkata,1,3.5
1647,Audi,Q5,2017,2.0 TDI Premium Plus,34001,Kolkata,1,23.5
1648,Honda,Amaze,2017,S Diesel,43000,Kolkata,1,4.75
1649,Toyota,Urban_cruiser,2021,Premium AT,7400,Kolkata,1,10.85
1650,Renault,Scala,2014,RxE,53000,Kolkata,1,2.5
1651,Nissan,Sunny,2016,XL CVT,30030,Kolkata,1,4.45
1652,Mahindra,Scorpio,2018,S5 BSIV,156000,Kolkata,1,8.5
1653,Hyundai,Verna,2011,1.6 SX VTVT AT,60060,Kolkata,1,4.25
1654,Renault,KWID,2016,1.0 RXT,11000,Kolkata,1,2.85
1655,Renault,Captur,2018,Platine Dual Tone Diesel,40000,Kolkata,1,6.95
1656,Maruti,Ciaz,2019,Alpha BSIV,34000,Kolkata,1,7.25
1657,Hyundai,i20_Active,2016,1.2 SX,40000,Kolkata,1,5.75
1658,Hyundai,i10,2011,Sportz,50000,Kolkata,1,1.95
1659,Hyundai,Elantra,2014,CRDi SX,68000,Kolkata,1,6.5
1660,BMW,3_Series,2012,320d Dynamic,29000,Kolkata,1,9.75
1661,Mahindra,Marazzo,2019,M6 Plus 8Str,20000,Kolkata,1,9.75
1662,Tata,Tigor,2018,1.05 Revotorq XZ Option,46500,Kolkata,1,4.65
1663,Maruti,Swift,2019,VVT VXI,30000,Kolkata,1,5.75
1664,Honda,BR-V,2017,i-VTEC V MT,40000,Kolkata,1,6.95
1665,Honda,City,2010,V AT,49000,Kolkata,1,2.99
1666,Tata,Tiago,2022,XZ Plus,20000,Kolkata,1,6.11
1667,Honda,Jazz,2016,1.5 V i DTEC,40000,Kolkata,1,4.5
1668,MG,Hector,2021,Sharp Diesel MT,18000,Kolkata,1,17.95
1669,Tata,Indigo,2010,eGLS BS IV,16000,Kolkata,1,1.37
1670,Hyundai,Getz,2007,1.1 GVS,50000,Kolkata,1,0.99
1671,Maruti,SX4_S,2015,DDiS 200 Delta,55000,Kolkata,1,4.99
1672,Skoda,Superb,2014,1.8 TSI MT,44000,Kolkata,1,6.5
1673,Hyundai,Creta,2016,1.6 VTVT S,54000,Kolkata,1,6.99
1674,Honda,City,2013,i VTEC SV,45000,Kolkata,1,3.5
1675,BMW,3_Series,2014,320d Edition Sport,37000,Kolkata,1,14.0
1676,Tata,Safari_Storme,2012,LX,70140,Kolkata,1,2.75
1677,Maruti,Baleno,2021,Delta,9000,Kolkata,1,6.75
1678,Mahindra,KUV_100,2017,mFALCON G80 K6,5383,Kolkata,1,3.32
1679,Maruti,Swift_Dzire,2021,VXI,35000,Kolkata,1,6.51
1680,Maruti,SX4_S,2016,Zeta DDiS 200 SH,80000,Kolkata,1,4.99
1681,Mahindra,Scorpio,2016,S2 7 Seater,53277,Kolkata,1,8.25
1682,Mahindra,XUV500,2015,W8 2WD,46000,Kolkata,1,7.95
1683,Maruti,Ciaz,2015,AT ZXi,43000,Kolkata,1,5.95
1684,Hyundai,i10,2012,Magna,80000,Kolkata,1,2.0
1685,Mitsubishi,Pajero,2015,Sport 4X4,65000,Kolkata,1,9.99
1686,Honda,City,2015,i VTEC VX,48000,Kolkata,1,5.5
1687,Tata,Yodha_Pickup,2020,Crew Cabin,1000,Kolkata,1,4.75
1688,Honda,WR-V,2019,i-VTEC VX,30000,Kolkata,1,7.49
1689,Maruti,Wagon_R,2015,VXI,45001,Kolkata,1,3.55
1690,Hyundai,Grand_i10,2015,Asta,35004,Kolkata,1,3.85
1691,Maruti,Wagon_R,2011,LX BS IV,64002,Kolkata,1,2.35
1692,Hyundai,i10,2008,Sportz,60005,Kolkata,1,1.35
1693,Maruti,Wagon_R,2017,VXI Plus,31035,Kolkata,1,3.74
1694,Hyundai,Grand_i10,2015,Sportz,25003,Kolkata,1,3.9
1695,Land,Rover_Range,2017,2.0 TD4 HSE Dynamic,18600,Kolkata,1,37.99
1696,Chevrolet,Spark,2012,1.0 LS,41034,Kolkata,1,1.25
1697,Maruti,Swift_Dzire,2019,VXI 1.2 BS IV,19000,Kolkata,1,6.24
1698,Maruti,Ertiga,2015,1.5 VDI,64034,Kolkata,1,5.7
1699,Hyundai,Accent,2010,GLS,60035,Kolkata,1,1.49
1700,Tata,Bolt,2015,Revotron XE,66875,Kolkata,1,2.65
1701,Honda,City,2018,i-VTEC VX,24900,Kolkata,1,8.45
1702,Maruti,Swift,2018,VXI BSIV,6000,Kolkata,1,5.45
1703,Maruti,Ertiga,2018,SHVS VDI,35000,Kolkata,1,7.99
1704,Maruti,Ciaz,2020,Alpha BSIV,8503,Kolkata,1,8.5
1705,Mercedes-Benz,GLS,2018,350d Grand Edition,36000,Kolkata,1,68.0
1706,Mercedes-Benz,M-Class,2014,ML 250 CDI,20300,Kolkata,1,25.0
1707,Chevrolet,Tavera,2016,Neo 3 Max 10 Str,45200,Kolkata,1,4.55
1708,Ford,Ecosport,2021,Ambiente Diesel,26000,Kolkata,1,6.75
1709,Hyundai,Verna,2011,1.6 SX,55000,Kolkata,1,2.99
1710,Volkswagen,Ameo,2016,1.2 MPI Comfortline,23857,Kolkata,1,3.85
1711,Honda,Civic,2019,ZX BSIV,18000,Kolkata,1,17.25
1712,Hyundai,Santro_Xing,2011,GL,27000,Kolkata,1,1.6
1713,Honda,Brio,2013,E MT,40470,Kolkata,1,2.25
1714,Maruti,Ertiga,2019,1.5 ZDI Plus,62000,Kolkata,1,9.76
1715,Tata,Nexon,2018,1.2 Revotron XZ Plus,38289,Kolkata,1,7.35
1716,Honda,Brio,2014,S MT,42000,Kolkata,1,2.5
1717,Maruti,Celerio_X,2019,ZXI BSIV,11000,Kolkata,1,4.25
1718,Mahindra,Bolero,2020,B6 Opt,48214,Kolkata,1,8.65
1719,Maruti,Omni,2017,E MPI STD BSIV,27033,Kolkata,1,2.3
1720,Hyundai,Xcent,2016,1.2 VTVT S,54033,Kolkata,1,3.9
1721,Honda,City,2017,SV MT,24032,Kolkata,1,6.3
1722,Hyundai,i10,2014,Magna,32033,Kolkata,1,2.69
1723,Maruti,Swift_Dzire,2015,VXI,39033,Kolkata,1,4.48
1724,Maruti,Wagon_R,2008,LXI Minor,23000,Kolkata,1,1.55
1725,Hyundai,Santro_Xing,2010,GLS,46034,Kolkata,1,1.49
1726,Volvo,XC90,2020,D5 Inscription BSIV,43300,Kolkata,1,69.5
1727,Audi,S5,2021,3.0L TFSI Quattro,10100,Kolkata,1,75.0
1728,Maruti,SX4_S,2015,DDiS 200 Sigma Option,35000,Kolkata,1,4.99
1729,Mahindra,Scorpio,2017,S10 7 Seater,58000,Kolkata,1,10.99
1730,Hyundai,i20,2021,Magna,3650,Kolkata,1,6.8
1731,Datsun,RediGO,2018,T Option,32000,Kolkata,1,1.76
1732,Nissan,Sunny,2015,Diesel XV,84000,Kolkata,1,3.35
1733,Maruti,SX4,2011,Vxi BSIV,57000,Kolkata,1,2.25
1734,Maruti,Esteem,2005,Vxi,28000,Kolkata,1,1.75
1735,Hyundai,Xcent,2019,1.2 VTVT S,35000,Kolkata,1,4.65
1736,Hyundai,Santro,2020,Sportz BSIV,1000,Kolkata,1,5.1
1737,Mercedes-Benz,E-Class,2013,E250 CDI Launch Edition,10000,Kolkata,1,19.45
1738,Hyundai,Santro,2019,Sportz AMT BSIV,36000,Kolkata,1,4.5
1739,Mahindra,KUV_100,2017,G80 K2,40001,Kolkata,1,3.25
1740,Nissan,Terrano,2015,XV 110 PS,44000,Kolkata,1,4.55
1741,Honda,Jazz,2016,1.2 V i VTEC,34001,Kolkata,1,4.7
1742,Volkswagen,Polo,2013,1.2 MPI Comfortline,52034,Kolkata,1,3.15
1743,Toyota,Urban_cruiser,2021,Mid AT,19000,Kolkata,1,9.65
1744,Toyota,Etios,2013,GD,180000,Kolkata,1,2.25
1745,Hyundai,i20,2017,1.2 Spotz,4740,Kolkata,1,5.25
1746,Honda,City,2017,i-VTEC V,33012,Kolkata,1,7.0
1747,Maruti,Alto_800,2018,LXI,22654,Kolkata,1,2.9
1748,Honda,Jazz,2017,1.2 V AT i VTEC,22177,Kolkata,1,5.35
1749,Maruti,Alto_800,2020,VXI,60000,Kolkata,1,2.7
1750,Hyundai,i20,2020,Sportz,9000,Kolkata,1,6.95
1751,Mahindra,Alturas_G4,2019,4X4 AT BSIV,25000,Kolkata,1,23.0
1752,Honda,BR-V,2018,i-DTEC S MT,61023,Kolkata,1,6.85
1753,Mahindra,Thar,2021,LX 4-Str Hard Top,3000,Kolkata,1,14.65
1754,Honda,WR-V,2017,i-DTEC VX,45000,Kolkata,1,5.99
1755,Hyundai,Grand_i10,2020,Sportz,36105,Kolkata,1,5.95
1756,Hyundai,Grand_i10,2019,Asta,32244,Kolkata,1,6.25
1757,Toyota,Platinum_Etios,2018,1.5 GX,37000,Kolkata,1,5.25
1758,Toyota,Etios_Liva,2016,VX,29000,Kolkata,1,3.75
1759,Audi,A6,2012,2.0 TDI Technology,81604,Kolkata,1,11.99
1760,Tata,Hexa,2017,XT,45000,Kolkata,1,9.99
1761,Volkswagen,Polo,2016,1.5 TDI Trendline,65000,Kolkata,1,3.5
1762,Volkswagen,Vento,2013,Petrol Comfortline,50050,Kolkata,1,3.75
1763,Maruti,Swift_Dzire,2017,AMT VXI BS IV,27534,Kolkata,1,5.35
1764,Hyundai,Santro,2020,Sportz BSIV,35206,Kolkata,1,4.75
1765,Mahindra,Scorpio,2017,Intelli Hybrid S4,62000,Kolkata,1,9.5
1766,Hyundai,i20,2015,Asta Option 1.2,45000,Kolkata,1,4.5
1767,Renault,Triber,2020,RXZ EASY-R AMT,29000,Kolkata,1,6.75
1768,Honda,City,2009,1.5 S MT,54958,Kolkata,1,2.32
1769,Hyundai,EON,2011,Era,21548,Kolkata,1,1.52
1770,Toyota,Corolla_Altis,2016,1.8 G,29000,Kolkata,1,6.5
1771,Audi,Q5,2011,3.0 TDI Quattro,59000,Kolkata,1,9.0
1772,Maruti,Wagon_R,2014,VXI BS IV,35001,Kolkata,1,2.7
1773,Maruti,Alto_K10,2018,VXI Optional,25000,Kolkata,1,2.95
1774,Maruti,Wagon_R,2019,LXI,12844,Kolkata,1,4.45
1775,Audi,A6,2020,45 TFSI Premium Plus,23492,Kolkata,1,49.99
1776,Mahindra,XUV500,2019,W11 AT BSIV,41115,Kolkata,1,15.49
1777,Mercedes-Benz,CLA,2017,200 CDI Style,45315,Kolkata,1,22.99
1778,Toyota,Corolla_Altis,2018,1.8 G,29000,Kolkata,1,9.95
1779,Mahindra,Scorpio,2020,S3 9 Seater BSIV,45000,Kolkata,1,9.95
1780,Ford,Endeavour,2011,3.0L 4X4 AT,25000,Kolkata,1,8.95
1781,Skoda,Rapid,2018,1.5 TDI AT Style BSIV,34302,Kolkata,1,6.99
1782,Hyundai,EON,2015,Era Plus,21548,Kolkata,1,2.45
1783,Maruti,Wagon_R,2005,LXI BSIII,120000,Kolkata,1,0.375
1784,Honda,Amaze,2015,SX i-VTEC,42000,Kolkata,1,3.39
1785,Honda,City,2018,i-VTEC VX,32000,Kolkata,1,8.49
1786,Hyundai,Creta,2016,1.6 VTVT SX Plus,15000,Kolkata,1,8.25
1787,Toyota,Innova_Crysta,2019,2.4 ZX MT,7000,Kolkata,1,19.49
1788,Honda,City,2015,i VTEC VX Option,45000,Kolkata,1,5.85
1789,Honda,City,2017,ZX MT,54000,Kolkata,1,8.5
1790,Toyota,Innova_Crysta,2017,2.8 ZX AT BSIV,50000,Kolkata,1,17.5
1791,Honda,City,2016,i VTEC VX,33055,Kolkata,1,6.25
1792,Honda,City,2011,V MT,45000,Kolkata,1,3.15
1793,Hyundai,Alcazar,2021,Prestige 7-Seater Diesel,4000,Kolkata,1,16.6
1794,Hyundai,Santro_Xing,2008,GL,40040,Kolkata,1,1.35
1795,Mercedes-Benz,C-Class,2014,220 CDI AT,35000,Kolkata,1,12.75
1796,BMW,5_Series,2011,520d,65000,Kolkata,1,12.5
1797,Mahindra,Scorpio,2020,S11,24000,Kolkata,1,16.75
1798,Hyundai,Verna,2021,SX Opt Diesel,27469,Kolkata,1,12.75
1799,BMW,5_Series,2018,530i Sport Line,11500,Kolkata,1,43.0
1800,Hyundai,i20,2017,Asta 1.2,40000,Kolkata,1,5.12
1801,Maruti,Swift,2018,LXI,42342,Kolkata,1,4.85
1802,Maruti,Swift,2007,1.3 VXi,80000,Kolkata,1,1.2
1803,Hyundai,Verna,2017,1.6 VTVT SX Option,50000,Kolkata,1,5.0
1804,Maruti,Swift,2018,VXI 2018,6000,Kolkata,1,5.46
1805,Maruti,Swift,2012,VXI,56000,Kolkata,1,2.99
1806,Mahindra,XUV500,2019,W11 BSIV,7500,Kolkata,1,17.0
1807,Hyundai,Verna,2017,CRDi 1.6 AT SX Plus,55600,Kolkata,1,7.9
1808,Mahindra,Scorpio,2017,S10 7 Seater,37000,Kolkata,1,11.25
1809,Hyundai,Verna,2009,CRDi SX,55000,Kolkata,1,1.75
1810,Hyundai,Verna,2008,XXi (Petrol),80000,Kolkata,1,1.49
1811,Maruti,Alto,2009,LXi BSIII,33554,Kolkata,1,1.45
1812,Mahindra,XUV500,2019,W11 Option BSIV,7500,Kolkata,1,17.0
1813,Honda,Accord,2011,2.4 AT,49000,Kolkata,1,5.5
1814,Honda,City,2018,V CVT,44000,Kolkata,1,8.2
1815,Maruti,Baleno,2016,Delta,47000,Kolkata,1,4.65
1816,Maruti,Ertiga,2017,BSIV ZXI Plus,48000,Kolkata,1,6.99
1817,Maruti,Swift,2014,VDI,24292,Kolkata,1,4.18
1818,Mercedes-Benz,C-Class,2016,C 200 CGI Avantgarde,17526,Kolkata,1,23.99
1819,Hyundai,Tucson,2017,2.0 e-VGT 2WD MT,26322,Kolkata,1,14.99
1820,Maruti,Vitara_Brezza,2017,ZDi Plus Dual Tone,48000,Kolkata,1,6.89
1821,Maruti,Baleno,2018,1.2 Delta,26000,Kolkata,1,5.15
1822,Skoda,Rapid,2018,1.5 TDI AT Ambition BSIV,47000,Kolkata,1,6.85
1823,Volkswagen,Ameo,2017,1.5 TDI Comfortline,60972,Kolkata,1,3.65
1824,Jaguar,XF,2013,2.2 Litre Luxury,21000,Kolkata,1,16.0
1825,Toyota,Etios_Liva,2011,VX,42981,Kolkata,1,2.15
1826,Volkswagen,Vento,2015,1.5 TDI Highline AT,44838,Kolkata,1,4.49
1827,Hyundai,Grand_i10,2019,Magna,35000,Kolkata,1,4.6
1828,Hyundai,i10,2013,Magna,38000,Kolkata,1,2.19
1829,Hyundai,i20_Active,2015,S Petrol,47000,Kolkata,1,4.85
1830,Hyundai,Elantra,2016,2.0 SX Option AT,36000,Kolkata,1,7.99
1831,Honda,City,2017,i VTEC CVT VX,37000,Kolkata,1,8.49
1832,Maruti,S-Presso,2020,VXI Opt,8000,Kolkata,1,4.1
1833,Hyundai,Grand_i10,2013,Sportz,44000,Kolkata,1,2.99
1834,Hyundai,Santro_Xing,2013,GL Plus,48000,Kolkata,1,1.99
1835,Hyundai,i10,2009,Era,47000,Kolkata,1,1.8
1836,Honda,Civic,2011,1.8 S MT,38000,Kolkata,1,2.99
1837,Hyundai,i20,2010,1.2 Magna,46000,Kolkata,1,2.2
1838,Renault,KWID,2016,RXL,49000,Kolkata,1,2.5
1839,Mahindra,Thar,2021,LX 4-Str Convert Top AT,4500,Kolkata,1,14.9
1840,Maruti,Vitara_Brezza,2018,ZDi Plus Dual Tone,55000,Kolkata,1,7.9
1841,Maruti,Baleno,2020,Delta,20000,Kolkata,1,5.0
1842,Honda,WR-V,2018,i-DTEC VX,35000,Kolkata,1,6.5
1843,Maruti,Ciaz,2015,VXi Plus,50310,Kolkata,2,4.5
1844,Hyundai,Verna,2014,1.4 VTVT,37544,Kolkata,2,4.2
1845,Honda,City,2013,S,78439,Kolkata,2,3.1
1846,Honda,Jazz,2015,1.5 S i DTEC,17128,Kolkata,2,4.24
1847,Maruti,Celerio,2016,VXI AT,4215,Kolkata,2,3.55
1848,Hyundai,i10,2010,Sportz,57114,Kolkata,2,2.0
1849,Ford,Ecosport,2018,1.5 Petrol Titanium,28400,Kolkata,2,6.71
1850,Hyundai,Santro,2007,GLS II - Euro II,76566,Kolkata,2,0.95
1851,Ford,Ecosport,2014,1.5 DV5 MT Titanium Optional,47212,Kolkata,2,4.1
1852,Hyundai,Grand_i10,2015,Magna,37370,Kolkata,2,3.65
1853,Chevrolet,Cruze,2012,LTZ,32400,Kolkata,2,3.0
1854,Jeep,Compass,2019,1.4 Limited Plus,16000,Kolkata,2,17.85
1855,Toyota,Innova,2013,2.5 VX (Diesel) 8 Seater BS IV,55000,Kolkata,2,6.99
1856,Maruti,Ertiga,2012,ZXI,41244,Kolkata,2,5.1
1857,Mahindra,Scorpio,2014,VLX 2WD 7S BSIV,66834,Kolkata,2,7.0
1858,Maruti,800,1997,AC,10000,Kolkata,2,0.42
1859,Maruti,800,1997,AC,10000,Kolkata,2,0.8
1860,Mahindra,TUV_300,2018,P4 BSIV,60000,Kolkata,2,6.0
1861,Maruti,Wagon_R,2002,LX,70000,Kolkata,2,0.35
1862,Mahindra,XUV500,2015,R W10 FWD,54633,Kolkata,2,8.47
1863,Maruti,Wagon_R,2012,VXI BS IV,60000,Kolkata,2,2.1
1864,Mahindra,XUV500,2013,W8 FWD,80832,Kolkata,2,5.1
1865,Hyundai,i10,2012,Magna,26647,Kolkata,2,2.7
1866,Honda,Amaze,2017,E i-DTEC,110000,Kolkata,2,3.8
1867,Mahindra,XUV500,2014,W6 2WD,65200,Kolkata,2,5.0
1868,Mahindra,XUV500,2016,W10 2WD,53000,Kolkata,2,9.5
1869,Maruti,Eeco,2015,5 STR With AC Plus HTR CNG,32460,Kolkata,2,3.85
1870,Renault,Duster,2013,85PS Diesel RxE,63564,Kolkata,2,3.2
1871,Maruti,Swift,2016,LXI Option,42157,Kolkata,2,4.25
1872,Maruti,Vitara_Brezza,2018,ZDi Plus Dual Tone,32805,Kolkata,2,8.25
1873,Volkswagen,Polo,2014,Diesel Comfortline 1.2L,37564,Kolkata,2,3.4
1874,Hyundai,Santro_Xing,2010,GL,39193,Kolkata,2,1.45
1875,Tata,Sumo,2012,Gold GX BSIII,157000,Kolkata,2,2.2
1876,Maruti,Swift_Dzire,2010,1.2 ZXi BSIV,65135,Kolkata,2,2.65
1877,Maruti,Ritz,2010,VXi (ABS) BS IV,46854,Kolkata,2,1.89
1878,Mercedes-Benz,GLA_Class,2017,200 CDI,23000,Kolkata,2,21.5
1879,Maruti,Wagon_R,2009,LXI,54544,Kolkata,2,1.84
1880,Nissan,Sunny,2012,XV,60000,Kolkata,2,3.1
1881,Tata,Sumo_Victa,2006,EX 10/7 Str BSIII,120000,Kolkata,2,2.2
1882,Maruti,Zen_Estilo,2007,1.1 LX BSIII,60000,Kolkata,2,1.0
1883,Audi,A3,2018,35 TDI Premium Plus,32000,Kolkata,2,20.5
1884,Maruti,Celerio,2014,LXI,60000,Kolkata,2,2.5
1885,Toyota,Etios_Liva,2011,G,42938,Kolkata,2,2.25
1886,Chevrolet,Enjoy,2013,Petrol LS 8 Seater,20707,Kolkata,2,3.0
1887,Hyundai,Verna,2011,1.6 VTVT,68238,Kolkata,2,2.35
1888,Chevrolet,Spark,2011,1.0 LS,50000,Kolkata,2,0.9
1889,Honda,City,2014,i DTEC S,99975,Kolkata,2,4.4
1890,Hyundai,i20,2010,1.2 Sportz,60000,Kolkata,2,2.5
1891,Maruti,Swift_Dzire,2011,ZDi,90000,Kolkata,2,2.55
1892,Renault,KWID,2017,1.0 RXL,170000,Kolkata,2,2.3
1893,Maruti,Swift_Dzire,2015,VDI,70000,Kolkata,2,4.15
1894,Maruti,A-Star,2010,Lxi,70000,Kolkata,2,1.3
1895,Hyundai,EON,2012,Magna,29900,Kolkata,2,1.99
1896,Volkswagen,Polo,2014,1.2 MPI Comfortline,50000,Kolkata,2,2.8
1897,Maruti,Ritz,2013,VXi (ABS) BS IV,40000,Kolkata,2,2.19
1898,Hyundai,Xcent,2017,1.2 VTVT E,25000,Kolkata,2,3.7
1899,Maruti,Zen_Estilo,2011,LXI BS IV,40000,Kolkata,2,1.4
1900,Mahindra,XUV500,2017,AT W6 2WD,60000,Kolkata,2,7.4
1901,Volkswagen,Polo,2021,1.0 TSI Highline Plus,3100,Kolkata,2,7.75
1902,BMW,3_Series,2009,320i Sedan,35000,Kolkata,2,5.9
